source,target,date_min
file6526,file6532,1565-09-03
file6526,file6543,1565-09-03
file6526,file6534,1565-09-03
file6526,file6531,1565-09-03
file6526,file6538,1565-09-03
file6526,file6536,1565-09-03
file6526,file6530,1565-09-03
file6526,file6537,1565-09-03
file6529,file6544,1565-09-08
file6529,file6532,1565-09-08
file6529,file6534,1565-09-08
file6529,file6543,1565-09-08
file6529,file6552,1565-09-08
file6529,file6531,1565-09-08
file6529,file6538,1565-09-08
file6529,file6548,1565-09-08
file6529,file6536,1565-09-08
file6529,file6530,1565-09-08
file6529,file6537,1565-09-08
file6530,file6544,1565-09-08
file6530,file6532,1565-09-08
file6530,file6534,1565-09-08
file6530,file6543,1565-09-08
file6530,file6552,1565-09-08
file6530,file6531,1565-09-08
file6530,file6538,1565-09-08
file6530,file6548,1565-09-08
file6530,file6537,1565-09-08
file6530,file6536,1565-09-08
file6531,file6544,1565-09-08
file6531,file6532,1565-09-08
file6531,file6534,1565-09-08
file6531,file6543,1565-09-08
file6531,file6552,1565-09-08
file6531,file6538,1565-09-08
file6531,file6548,1565-09-08
file6531,file6537,1565-09-08
file6531,file6536,1565-09-08
file6532,file6544,1565-09-11
file6532,file6543,1565-09-11
file6532,file6534,1565-09-11
file6532,file6552,1565-09-11
file6532,file6538,1565-09-11
file6532,file6536,1565-09-11
file6532,file6548,1565-09-11
file6532,file6537,1565-09-11
file6534,file6552,1565-09-14
file6534,file6538,1565-09-14
file6534,file6536,1565-09-14
file6534,file6548,1565-09-14
file6534,file6537,1565-09-14
file6534,file6544,1565-09-14
file6534,file6555,1565-09-14
file6534,file6543,1565-09-14
file6535,file6539,1565-09-18
file6535,file6554,1565-09-18
file6536,file6555,1565-09-21
file6536,file6544,1565-09-21
file6536,file6543,1565-09-21
file6536,file6552,1565-09-21
file6536,file6538,1565-09-21
file6536,file6548,1565-09-21
file6536,file6537,1565-09-21
file6537,file6538,1565-09-24
file6537,file6548,1565-09-24
file6537,file6544,1565-09-24
file6537,file6555,1565-09-24
file6537,file6543,1565-09-24
file6537,file6552,1565-09-24
file6537,file6560,1565-09-24
file6538,file6544,1565-09-24
file6538,file6555,1565-09-24
file6538,file6543,1565-09-24
file6538,file6552,1565-09-24
file6538,file6560,1565-09-24
file6538,file6548,1565-09-24
file6539,file6562,1565-09-25
file6539,file6563,1565-09-25
file6539,file6554,1565-09-25
file654,file655,1549-08-25
file654,file669,1549-08-25
file6540,file6564,1565-09-26
file6543,file6548,1565-10-01
file6543,file6565,1565-10-01
file6543,file6555,1565-10-01
file6543,file6544,1565-10-01
file6543,file6552,1565-10-01
file6543,file6560,1565-10-01
file6544,file6565,1565-10-01
file6544,file6555,1565-10-01
file6544,file6552,1565-10-01
file6544,file6560,1565-10-01
file6544,file6548,1565-10-01
file6545,file6546,1565-10-03
file6545,file6550,1565-10-03
file6546,file6550,1565-10-03
file6547,file6568,1565-10-05
file6548,file6552,1565-10-05
file6548,file6560,1565-10-05
file6548,file6565,1565-10-05
file6548,file6555,1565-10-05
file6549,file6558,1565-10-06
file6549,file6567,1565-10-06
file655,file669,1549-08-25
file6552,file6565,1565-10-08
file6552,file6555,1565-10-08
file6552,file6560,1565-10-08
file6554,file6562,1565-10-12
file6554,file6563,1565-10-12
file6554,file6571,1565-10-12
file6555,file6560,1565-10-12
file6555,file6565,1565-10-12
file6557,file6570,1565-10-12
file6558,file6577,1565-10-17
file6558,file6567,1565-10-17
file6560,file6576,1565-10-22
file6560,file6578,1565-10-22
file6560,file6565,1565-10-22
file6562,file6563,1565-10-23
file6562,file6571,1565-10-23
file6563,file6571,1565-10-23
file6564,file6580,1565-10-24
file6565,file6581,1565-10-26
file6565,file6576,1565-10-26
file6565,file6578,1565-10-26
file6565,file6579,1565-10-26
file6567,file6582,1565-11-01
file6567,file6577,1565-11-01
file6568,file6589,1565-11-03
file6568,file6573,1565-11-03
file6570,file6594,1565-11-04
file6571,file6583,1565-11-06
file6572,file6590,1565-11-06
file6573,file6589,1565-11-10
file6575,file6591,1565-11-13
file6576,file6592,1565-11-16
file6576,file6581,1565-11-16
file6576,file6578,1565-11-16
file6576,file6593,1565-11-16
file6576,file6579,1565-11-16
file6576,file6585,1565-11-16
file6576,file6607,1565-11-16
file6576,file6595,1565-11-16
file6577,file6582,1565-11-16
file6577,file6603,1565-11-16
file6578,file6595,1565-11-19
file6578,file6611,1565-11-19
file6578,file6592,1565-11-19
file6578,file6581,1565-11-19
file6578,file6593,1565-11-19
file6578,file6585,1565-11-19
file6578,file6607,1565-11-19
file6578,file6579,1565-11-19
file6579,file6585,1565-11-23
file6579,file6607,1565-11-23
file6579,file6595,1565-11-23
file6579,file6611,1565-11-23
file6579,file6592,1565-11-23
file6579,file6581,1565-11-23
file6579,file6593,1565-11-23
file6579,file6614,1565-11-23
file6581,file6614,1565-11-25
file6581,file6585,1565-11-25
file6581,file6607,1565-11-25
file6581,file6595,1565-11-25
file6581,file6611,1565-11-25
file6581,file6593,1565-11-25
file6581,file6592,1565-11-25
file6582,file6619,1565-11-26
file6582,file6613,1565-11-26
file6582,file6603,1565-11-26
file6583,file6604,1565-11-28
file6583,file6605,1565-11-28
file6583,file6612,1565-11-28
file6585,file6595,1565-11-30
file6585,file6611,1565-11-30
file6585,file6592,1565-11-30
file6585,file6593,1565-11-30
file6585,file6614,1565-11-30
file6585,file6607,1565-11-30
file6585,file6623,1565-11-30
file6586,file6608,1565-11-30
file6589,file6617,1565-12-01
file6589,file6609,1565-12-01
file6591,file6615,1565-12-02
file6592,file6593,1565-12-03
file6592,file6614,1565-12-03
file6592,file6607,1565-12-03
file6592,file6623,1565-12-03
file6592,file6595,1565-12-03
file6592,file6625,1565-12-03
file6592,file6611,1565-12-03
file6593,file6625,1565-12-04
file6593,file6611,1565-12-04
file6593,file6614,1565-12-04
file6593,file6607,1565-12-04
file6593,file6623,1565-12-04
file6593,file6595,1565-12-04
file6594,file6620,1565-12-04
file6595,file6625,1565-12-07
file6595,file6611,1565-12-07
file6595,file6614,1565-12-07
file6595,file6607,1565-12-07
file6595,file6639,1565-12-07
file6595,file6623,1565-12-07
file6597,file6634,1565-12-10
file660,file681,1549-08-26
file6601,file6602,1565-12-12
file6603,file6619,1565-12-13
file6603,file6635,1565-12-13
file6603,file6628,1565-12-13
file6603,file6613,1565-12-13
file6603,file6644,1565-12-13
file6604,file6637,1565-12-14
file6604,file6605,1565-12-14
file6604,file6633,1565-12-14
file6604,file6642,1565-12-14
file6604,file6612,1565-12-14
file6604,file6643,1565-12-14
file6605,file6643,1565-12-14
file6605,file6637,1565-12-14
file6605,file6633,1565-12-14
file6605,file6642,1565-12-14
file6605,file6612,1565-12-14
file6607,file6625,1565-12-14
file6607,file6611,1565-12-14
file6607,file6645,1565-12-14
file6607,file6614,1565-12-14
file6607,file6639,1565-12-14
file6607,file6623,1565-12-14
file6609,file6638,1565-12-15
file6609,file6617,1565-12-15
file6609,file6646,1565-12-15
file6611,file6614,1565-12-17
file6611,file6639,1565-12-17
file6611,file6623,1565-12-17
file6611,file6625,1565-12-17
file6611,file6645,1565-12-17
file6612,file6643,1565-12-18
file6612,file6637,1565-12-18
file6612,file6633,1565-12-18
file6612,file6642,1565-12-18
file6612,file6648,1565-12-18
file6613,file6635,1565-12-19
file6613,file6628,1565-12-19
file6613,file6650,1565-12-19
file6613,file6644,1565-12-19
file6613,file6649,1565-12-19
file6613,file6652,1565-12-19
file6613,file6619,1565-12-19
file6614,file6639,1565-12-21
file6614,file6623,1565-12-21
file6614,file6625,1565-12-21
file6614,file6651,1565-12-21
file6614,file6645,1565-12-21
file6616,file6914,1565-12-21
file6617,file6655,1565-12-23
file6617,file6638,1565-12-23
file6617,file6646,1565-12-23
file6619,file6644,1565-12-26
file6619,file6649,1565-12-26
file6619,file6652,1565-12-26
file6619,file6654,1565-12-26
file6619,file6635,1565-12-26
file6619,file6628,1565-12-26
file6619,file6659,1565-12-26
file6619,file6650,1565-12-26
file6621,file6622,1565-12-27
file6623,file6657,1565-12-28
file6623,file6625,1565-12-28
file6623,file6651,1565-12-28
file6623,file6645,1565-12-28
file6623,file6639,1565-12-28
file6625,file6639,1565-12-31
file6625,file6657,1565-12-31
file6625,file6651,1565-12-31
file6625,file6645,1565-12-31
file6628,file6660,1566-01-01
file6628,file6650,1566-01-01
file6628,file6644,1566-01-01
file6628,file6649,1566-01-01
file6628,file6652,1566-01-01
file6628,file6666,1566-01-01
file6628,file6654,1566-01-01
file6628,file6635,1566-01-01
file6628,file6659,1566-01-01
file663,file679,1549-08-28
file6633,file6637,1566-01-01
file6633,file6642,1566-01-01
file6633,file6648,1566-01-01
file6633,file6658,1566-01-01
file6633,file6643,1566-01-01
file6635,file6644,1566-01-02
file6635,file6649,1566-01-02
file6635,file6652,1566-01-02
file6635,file6666,1566-01-02
file6635,file6654,1566-01-02
file6635,file6660,1566-01-02
file6635,file6659,1566-01-02
file6635,file6650,1566-01-02
file6637,file6642,1566-01-05
file6637,file6648,1566-01-05
file6637,file6658,1566-01-05
file6637,file6643,1566-01-05
file6638,file6661,1566-01-05
file6638,file6646,1566-01-05
file6638,file6655,1566-01-05
file6639,file6672,1566-01-05
file6639,file6671,1566-01-05
file6639,file6657,1566-01-05
file6639,file6651,1566-01-05
file6639,file6645,1566-01-05
file6639,file6669,1566-01-05
file6642,file6648,1566-01-08
file6642,file6658,1566-01-08
file6642,file6643,1566-01-08
file6643,file6648,1566-01-08
file6643,file6658,1566-01-08
file6644,file6666,1566-01-11
file6644,file6652,1566-01-11
file6644,file6654,1566-01-11
file6644,file6677,1566-01-11
file6644,file6659,1566-01-11
file6644,file6674,1566-01-11
file6644,file6660,1566-01-11
file6644,file6650,1566-01-11
file6644,file6649,1566-01-11
file6645,file6651,1566-01-12
file6645,file6669,1566-01-12
file6645,file6672,1566-01-12
file6645,file6679,1566-01-12
file6645,file6671,1566-01-12
file6645,file6657,1566-01-12
file6646,file6661,1566-01-12
file6646,file6655,1566-01-12
file6648,file6658,1566-01-16
file6649,file6666,1566-01-16
file6649,file6652,1566-01-16
file6649,file6654,1566-01-16
file6649,file6685,1566-01-16
file6649,file6677,1566-01-16
file6649,file6659,1566-01-16
file6649,file6674,1566-01-16
file6649,file6660,1566-01-16
file6649,file6681,1566-01-16
file6649,file6650,1566-01-16
file6650,file6659,1566-01-16
file6650,file6674,1566-01-16
file6650,file6660,1566-01-16
file6650,file6681,1566-01-16
file6650,file6666,1566-01-16
file6650,file6652,1566-01-16
file6650,file6654,1566-01-16
file6650,file6685,1566-01-16
file6650,file6677,1566-01-16
file6651,file6672,1566-01-18
file6651,file6679,1566-01-18
file6651,file6691,1566-01-18
file6651,file6671,1566-01-18
file6651,file6690,1566-01-18
file6651,file6657,1566-01-18
file6651,file6669,1566-01-18
file6652,file6685,1566-01-18
file6652,file6674,1566-01-18
file6652,file6677,1566-01-18
file6652,file6660,1566-01-18
file6652,file6659,1566-01-18
file6652,file6681,1566-01-18
file6652,file6695,1566-01-18
file6652,file6666,1566-01-18
file6652,file6654,1566-01-18
file6654,file6677,1566-01-20
file6654,file6659,1566-01-20
file6654,file6674,1566-01-20
file6654,file6660,1566-01-20
file6654,file6681,1566-01-20
file6654,file6666,1566-01-20
file6654,file6695,1566-01-20
file6654,file6685,1566-01-20
file6655,file6694,1566-01-21
file6655,file6661,1566-01-21
file6656,file6688,1566-01-21
file6657,file6672,1566-01-21
file6657,file6679,1566-01-21
file6657,file6691,1566-01-21
file6657,file6671,1566-01-21
file6657,file6690,1566-01-21
file6657,file6669,1566-01-21
file6659,file6685,1566-01-22
file6659,file6677,1566-01-22
file6659,file6674,1566-01-22
file6659,file6660,1566-01-22
file6659,file6681,1566-01-22
file6659,file6666,1566-01-22
file6659,file6695,1566-01-22
file6660,file6685,1566-01-26
file6660,file6677,1566-01-26
file6660,file6674,1566-01-26
file6660,file6681,1566-01-26
file6660,file6666,1566-01-26
file6660,file6695,1566-01-26
file6661,file6694,1566-01-27
file6666,file6681,1566-01-28
file6666,file6695,1566-01-28
file6666,file6677,1566-01-28
file6666,file6685,1566-01-28
file6666,file6674,1566-01-28
file6667,file6914,1566-01-01
file6669,file6690,1566-02-01
file6669,file6706,1566-02-01
file6669,file6698,1566-02-01
file6669,file6702,1566-02-01
file6669,file6672,1566-02-01
file6669,file6679,1566-02-01
file6669,file6691,1566-02-01
file6669,file6671,1566-02-01
file6671,file6690,1566-02-04
file6671,file6706,1566-02-04
file6671,file6698,1566-02-04
file6671,file6702,1566-02-04
file6671,file6711,1566-02-04
file6671,file6672,1566-02-04
file6671,file6679,1566-02-04
file6671,file6691,1566-02-04
file6671,file6712,1566-02-04
file6672,file6712,1566-02-04
file6672,file6690,1566-02-04
file6672,file6706,1566-02-04
file6672,file6698,1566-02-04
file6672,file6702,1566-02-04
file6672,file6711,1566-02-04
file6672,file6679,1566-02-04
file6672,file6691,1566-02-04
file6674,file6695,1566-02-08
file6674,file6685,1566-02-08
file6674,file6677,1566-02-08
file6674,file6681,1566-02-08
file6675,file6716,1566-02-08
file6676,file6687,1566-02-08
file6677,file6685,1566-02-09
file6677,file6681,1566-02-09
file6677,file6695,1566-02-09
file6679,file6723,1566-02-11
file6679,file6702,1566-02-11
file6679,file6717,1566-02-11
file6679,file6711,1566-02-11
file6679,file6691,1566-02-11
file6679,file6712,1566-02-11
file6679,file6690,1566-02-11
file6679,file6706,1566-02-11
file6679,file6714,1566-02-11
file6679,file6698,1566-02-11
file6681,file6695,1566-02-12
file6681,file6685,1566-02-12
file6682,file6700,1566-02-13
file6684,file6710,1566-02-13
file6684,file6718,1566-02-13
file6684,file6696,1566-02-13
file6685,file6695,1566-02-13
file6685,file6726,1566-02-13
file669,file688,1549-09-01
file6690,file6706,1566-02-15
file6690,file6714,1566-02-15
file6690,file6728,1566-02-15
file6690,file6698,1566-02-15
file6690,file6724,1566-02-15
file6690,file6729,1566-02-15
file6690,file6725,1566-02-15
file6690,file6723,1566-02-15
file6690,file6702,1566-02-15
file6690,file6717,1566-02-15
file6690,file6711,1566-02-15
file6690,file6730,1566-02-15
file6690,file6691,1566-02-15
file6690,file6712,1566-02-15
file6690,file6731,1566-02-15
file6691,file6728,1566-02-15
file6691,file6706,1566-02-15
file6691,file6714,1566-02-15
file6691,file6698,1566-02-15
file6691,file6724,1566-02-15
file6691,file6729,1566-02-15
file6691,file6723,1566-02-15
file6691,file6702,1566-02-15
file6691,file6717,1566-02-15
file6691,file6711,1566-02-15
file6691,file6725,1566-02-15
file6691,file6730,1566-02-15
file6691,file6712,1566-02-15
file6691,file6731,1566-02-15
file6692,file6718,1566-02-15
file6692,file6710,1566-02-15
file6694,file6727,1566-02-16
file6695,file6726,1566-02-17
file6696,file6710,1566-02-20
file6696,file6718,1566-02-20
file6698,file6724,1566-02-21
file6698,file6729,1566-02-21
file6698,file6702,1566-02-21
file6698,file6711,1566-02-21
file6698,file6725,1566-02-21
file6698,file6723,1566-02-21
file6698,file6717,1566-02-21
file6698,file6730,1566-02-21
file6698,file6735,1566-02-21
file6698,file6712,1566-02-21
file6698,file6731,1566-02-21
file6698,file6732,1566-02-21
file6698,file6736,1566-02-21
file6698,file6737,1566-02-21
file6698,file6728,1566-02-21
file6698,file6706,1566-02-21
file6698,file6714,1566-02-21
file67,file84,1548-03-11
file6702,file6723,1566-02-23
file6702,file6717,1566-02-23
file6702,file6711,1566-02-23
file6702,file6738,1566-02-23
file6702,file6730,1566-02-23
file6702,file6712,1566-02-23
file6702,file6735,1566-02-23
file6702,file6731,1566-02-23
file6702,file6732,1566-02-23
file6702,file6737,1566-02-23
file6702,file6736,1566-02-23
file6702,file6728,1566-02-23
file6702,file6706,1566-02-23
file6702,file6714,1566-02-23
file6702,file6724,1566-02-23
file6702,file6729,1566-02-23
file6702,file6739,1566-02-23
file6702,file6725,1566-02-23
file6703,file6704,1566-02-23
file6705,file6740,1566-02-24
file6705,file6741,1566-02-24
file6706,file6729,1566-02-26
file6706,file6739,1566-02-26
file6706,file6725,1566-02-26
file6706,file6723,1566-02-26
file6706,file6717,1566-02-26
file6706,file6711,1566-02-26
file6706,file6738,1566-02-26
file6706,file6730,1566-02-26
file6706,file6712,1566-02-26
file6706,file6735,1566-02-26
file6706,file6731,1566-02-26
file6706,file6732,1566-02-26
file6706,file6737,1566-02-26
file6706,file6736,1566-02-26
file6706,file6714,1566-02-26
file6706,file6728,1566-02-26
file6706,file6724,1566-02-26
file6710,file6718,1566-03-02
file6711,file6729,1566-03-04
file6711,file6739,1566-03-04
file6711,file6717,1566-03-04
file6711,file6725,1566-03-04
file6711,file6723,1566-03-04
file6711,file6738,1566-03-04
file6711,file6730,1566-03-04
file6711,file6735,1566-03-04
file6711,file6732,1566-03-04
file6711,file6712,1566-03-04
file6711,file6731,1566-03-04
file6711,file6737,1566-03-04
file6711,file6747,1566-03-04
file6711,file6736,1566-03-04
file6711,file6728,1566-03-04
file6711,file6714,1566-03-04
file6711,file6724,1566-03-04
file6712,file6735,1566-03-05
file6712,file6731,1566-03-05
file6712,file6732,1566-03-05
file6712,file6747,1566-03-05
file6712,file6737,1566-03-05
file6712,file6736,1566-03-05
file6712,file6714,1566-03-05
file6712,file6728,1566-03-05
file6712,file6724,1566-03-05
file6712,file6729,1566-03-05
file6712,file6739,1566-03-05
file6712,file6725,1566-03-05
file6712,file6723,1566-03-05
file6712,file6717,1566-03-05
file6712,file6738,1566-03-05
file6712,file6730,1566-03-05
file6713,file6743,1566-03-06
file6714,file6738,1566-03-08
file6714,file6730,1566-03-08
file6714,file6735,1566-03-08
file6714,file6731,1566-03-08
file6714,file6732,1566-03-08
file6714,file6747,1566-03-08
file6714,file6737,1566-03-08
file6714,file6728,1566-03-08
file6714,file6736,1566-03-08
file6714,file6724,1566-03-08
file6714,file6739,1566-03-08
file6714,file6729,1566-03-08
file6714,file6725,1566-03-08
file6714,file6723,1566-03-08
file6714,file6717,1566-03-08
file6717,file6738,1566-03-11
file6717,file6730,1566-03-11
file6717,file6735,1566-03-11
file6717,file6751,1566-03-11
file6717,file6731,1566-03-11
file6717,file6732,1566-03-11
file6717,file6747,1566-03-11
file6717,file6737,1566-03-11
file6717,file6728,1566-03-11
file6717,file6736,1566-03-11
file6717,file6724,1566-03-11
file6717,file6755,1566-03-11
file6717,file6739,1566-03-11
file6717,file6729,1566-03-11
file6717,file6725,1566-03-11
file6717,file6723,1566-03-11
file6717,file6754,1566-03-11
file672,file701,1549-09-09
file6722,file6748,1566-03-13
file6723,file6738,1566-03-13
file6723,file6730,1566-03-13
file6723,file6758,1566-03-13
file6723,file6735,1566-03-13
file6723,file6732,1566-03-13
file6723,file6751,1566-03-13
file6723,file6731,1566-03-13
file6723,file6737,1566-03-13
file6723,file6747,1566-03-13
file6723,file6736,1566-03-13
file6723,file6728,1566-03-13
file6723,file6755,1566-03-13
file6723,file6724,1566-03-13
file6723,file6729,1566-03-13
file6723,file6739,1566-03-13
file6723,file6754,1566-03-13
file6723,file6725,1566-03-13
file6724,file6755,1566-03-15
file6724,file6729,1566-03-15
file6724,file6739,1566-03-15
file6724,file6754,1566-03-15
file6724,file6725,1566-03-15
file6724,file6738,1566-03-15
file6724,file6730,1566-03-15
file6724,file6758,1566-03-15
file6724,file6735,1566-03-15
file6724,file6731,1566-03-15
file6724,file6732,1566-03-15
file6724,file6751,1566-03-15
file6724,file6737,1566-03-15
file6724,file6747,1566-03-15
file6724,file6736,1566-03-15
file6724,file6728,1566-03-15
file6725,file6738,1566-03-15
file6725,file6730,1566-03-15
file6725,file6758,1566-03-15
file6725,file6735,1566-03-15
file6725,file6732,1566-03-15
file6725,file6751,1566-03-15
file6725,file6731,1566-03-15
file6725,file6737,1566-03-15
file6725,file6747,1566-03-15
file6725,file6736,1566-03-15
file6725,file6728,1566-03-15
file6725,file6755,1566-03-15
file6725,file6729,1566-03-15
file6725,file6739,1566-03-15
file6725,file6754,1566-03-15
file6726,file6750,1566-03-15
file6726,file6744,1566-03-15
file6728,file6736,1566-03-16
file6728,file6755,1566-03-16
file6728,file6729,1566-03-16
file6728,file6739,1566-03-16
file6728,file6754,1566-03-16
file6728,file6738,1566-03-16
file6728,file6730,1566-03-16
file6728,file6758,1566-03-16
file6728,file6735,1566-03-16
file6728,file6731,1566-03-16
file6728,file6732,1566-03-16
file6728,file6751,1566-03-16
file6728,file6747,1566-03-16
file6728,file6737,1566-03-16
file6729,file6732,1566-03-17
file6729,file6751,1566-03-17
file6729,file6737,1566-03-17
file6729,file6747,1566-03-17
file6729,file6736,1566-03-17
file6729,file6755,1566-03-17
file6729,file6739,1566-03-17
file6729,file6754,1566-03-17
file6729,file6738,1566-03-17
file6729,file6730,1566-03-17
file6729,file6758,1566-03-17
file6729,file6735,1566-03-17
file6729,file6731,1566-03-17
file673,file686,1549-09-10
file673,file687,1549-09-10
file6730,file6739,1566-03-17
file6730,file6754,1566-03-17
file6730,file6738,1566-03-17
file6730,file6758,1566-03-17
file6730,file6735,1566-03-17
file6730,file6731,1566-03-17
file6730,file6732,1566-03-17
file6730,file6751,1566-03-17
file6730,file6737,1566-03-17
file6730,file6747,1566-03-17
file6730,file6736,1566-03-17
file6730,file6755,1566-03-17
file6731,file6755,1566-03-17
file6731,file6739,1566-03-17
file6731,file6754,1566-03-17
file6731,file6738,1566-03-17
file6731,file6758,1566-03-17
file6731,file6735,1566-03-17
file6731,file6732,1566-03-17
file6731,file6751,1566-03-17
file6731,file6747,1566-03-17
file6731,file6737,1566-03-17
file6731,file6736,1566-03-17
file6732,file6754,1566-03-18
file6732,file6738,1566-03-18
file6732,file6758,1566-03-18
file6732,file6735,1566-03-18
file6732,file6751,1566-03-18
file6732,file6747,1566-03-18
file6732,file6737,1566-03-18
file6732,file6736,1566-03-18
file6732,file6755,1566-03-18
file6732,file6739,1566-03-18
file6734,file6760,1566-03-21
file6735,file6737,1566-03-21
file6735,file6747,1566-03-21
file6735,file6736,1566-03-21
file6735,file6755,1566-03-21
file6735,file6739,1566-03-21
file6735,file6754,1566-03-21
file6735,file6738,1566-03-21
file6735,file6758,1566-03-21
file6735,file6751,1566-03-21
file6736,file6758,1566-03-22
file6736,file6751,1566-03-22
file6736,file6747,1566-03-22
file6736,file6737,1566-03-22
file6736,file6755,1566-03-22
file6736,file6739,1566-03-22
file6736,file6754,1566-03-22
file6736,file6738,1566-03-22
file6737,file6747,1566-03-23
file6737,file6763,1566-03-23
file6737,file6755,1566-03-23
file6737,file6739,1566-03-23
file6737,file6754,1566-03-23
file6737,file6738,1566-03-23
file6737,file6758,1566-03-23
file6737,file6751,1566-03-23
file6738,file6755,1566-03-24
file6738,file6739,1566-03-24
file6738,file6754,1566-03-24
file6738,file6758,1566-03-24
file6738,file6751,1566-03-24
file6738,file6747,1566-03-24
file6738,file6763,1566-03-24
file6739,file6755,1566-03-25
file6739,file6754,1566-03-25
file6739,file6758,1566-03-25
file6739,file6751,1566-03-25
file6739,file6747,1566-03-25
file6739,file6763,1566-03-25
file674,file683,1549-09-10
file6740,file6741,1566-03-26
file6740,file6762,1566-03-26
file6741,file6762,1566-03-26
file6744,file6764,1566-03-30
file6744,file6750,1566-03-30
file6746,file6767,1566-04-01
file6747,file6754,1566-04-01
file6747,file6768,1566-04-01
file6747,file6758,1566-04-01
file6747,file6751,1566-04-01
file6747,file6763,1566-04-01
file6747,file6755,1566-04-01
file6749,file6757,1566-04-05
file6750,file6764,1566-04-06
file6751,file6758,1566-04-08
file6751,file6777,1566-04-08
file6751,file6763,1566-04-08
file6751,file6755,1566-04-08
file6751,file6774,1566-04-08
file6751,file6754,1566-04-08
file6751,file6768,1566-04-08
file6752,file6759,1566-04-08
file6754,file6774,1566-04-09
file6754,file6768,1566-04-09
file6754,file6758,1566-04-09
file6754,file6777,1566-04-09
file6754,file6763,1566-04-09
file6754,file6755,1566-04-09
file6755,file6768,1566-04-09
file6755,file6758,1566-04-09
file6755,file6777,1566-04-09
file6755,file6763,1566-04-09
file6755,file6774,1566-04-09
file6757,file6776,1566-04-12
file6758,file6774,1566-04-12
file6758,file6768,1566-04-12
file6758,file6777,1566-04-12
file6758,file6780,1566-04-12
file6758,file6763,1566-04-12
file6760,file6786,1566-04-18
file6761,file6765,1566-04-18
file6762,file6787,1566-04-19
file6763,file6790,1566-04-22
file6763,file6777,1566-04-22
file6763,file6780,1566-04-22
file6763,file6791,1566-04-22
file6763,file6774,1566-04-22
file6763,file6789,1566-04-22
file6763,file6788,1566-04-22
file6763,file6768,1566-04-22
file6763,file6792,1566-04-22
file6768,file6792,1566-04-28
file6768,file6790,1566-04-28
file6768,file6777,1566-04-28
file6768,file6796,1566-04-28
file6768,file6780,1566-04-28
file6768,file6791,1566-04-28
file6768,file6774,1566-04-28
file6768,file6797,1566-04-28
file6768,file6789,1566-04-28
file6768,file6788,1566-04-28
file677,file684,1549-09-14
file6772,file6781,1566-05-02
file6774,file6797,1566-05-04
file6774,file6789,1566-05-04
file6774,file6788,1566-05-04
file6774,file6792,1566-05-04
file6774,file6790,1566-05-04
file6774,file6777,1566-05-04
file6774,file6796,1566-05-04
file6774,file6780,1566-05-04
file6774,file6791,1566-05-04
file6777,file6797,1566-05-07
file6777,file6789,1566-05-07
file6777,file6788,1566-05-07
file6777,file6792,1566-05-07
file6777,file6790,1566-05-07
file6777,file6796,1566-05-07
file6777,file6780,1566-05-07
file6777,file6791,1566-05-07
file6777,file6802,1566-05-07
file6778,file6785,1566-05-08
file6780,file6792,1566-05-12
file6780,file6790,1566-05-12
file6780,file6796,1566-05-12
file6780,file6791,1566-05-12
file6780,file6805,1566-05-12
file6780,file6802,1566-05-12
file6780,file6797,1566-05-12
file6780,file6789,1566-05-12
file6780,file6810,1566-05-12
file6780,file6788,1566-05-12
file6780,file6808,1566-05-12
file6783,file6784,1566-05-13
file6786,file6799,1566-05-14
file6787,file6804,1566-05-15
file6787,file6806,1566-05-15
file6788,file6791,1566-05-15
file6788,file6805,1566-05-15
file6788,file6802,1566-05-15
file6788,file6808,1566-05-15
file6788,file6797,1566-05-15
file6788,file6789,1566-05-15
file6788,file6810,1566-05-15
file6788,file6792,1566-05-15
file6788,file6790,1566-05-15
file6788,file6796,1566-05-15
file6789,file6797,1566-05-17
file6789,file6808,1566-05-17
file6789,file6810,1566-05-17
file6789,file6792,1566-05-17
file6789,file6790,1566-05-17
file6789,file6796,1566-05-17
file6789,file6805,1566-05-17
file6789,file6791,1566-05-17
file6789,file6802,1566-05-17
file6790,file6808,1566-05-18
file6790,file6797,1566-05-18
file6790,file6810,1566-05-18
file6790,file6792,1566-05-18
file6790,file6811,1566-05-18
file6790,file6796,1566-05-18
file6790,file6791,1566-05-18
file6790,file6805,1566-05-18
file6790,file6802,1566-05-18
file6791,file6811,1566-05-19
file6791,file6805,1566-05-19
file6791,file6802,1566-05-19
file6791,file6797,1566-05-19
file6791,file6810,1566-05-19
file6791,file6808,1566-05-19
file6791,file6792,1566-05-19
file6791,file6796,1566-05-19
file6792,file6796,1566-05-19
file6792,file6811,1566-05-19
file6792,file6805,1566-05-19
file6792,file6802,1566-05-19
file6792,file6808,1566-05-19
file6792,file6797,1566-05-19
file6792,file6810,1566-05-19
file6796,file6802,1566-05-24
file6796,file6815,1566-05-24
file6796,file6808,1566-05-24
file6796,file6797,1566-05-24
file6796,file6810,1566-05-24
file6796,file6811,1566-05-24
file6796,file6805,1566-05-24
file6797,file6810,1566-05-27
file6797,file6808,1566-05-27
file6797,file6811,1566-05-27
file6797,file6821,1566-05-27
file6797,file6805,1566-05-27
file6797,file6802,1566-05-27
file6797,file6815,1566-05-27
file6798,file6807,1566-05-30
file6798,file6801,1566-05-30
file6798,file6816,1566-05-30
file6798,file6817,1566-05-30
file6798,file6818,1566-05-30
file68,file90,1548-03-12
file68,file80,1548-03-12
