letter_id,sender_ref,sender_cert,recipient_ref,recipient_cert,date_when,date_cert,place_ref,place_cert,language,date_precision,date_parsed,year,month
file10276,p4079,high,p495,high,1533-07-21,high,l257,low,la,full,1533-07-21,1533,7
file10277,p495,high,p8055,high,1533-07-25,high,l587,high,la,full,1533-07-25,1533,7
file10278,p3964,high,p495,high,1533-07-01/1533-08-31,low,l350,high,de,range,1533-07-01,1533,7
file10279,p8372,high,p495,high,1533-08-05,high,l413,low,de,full,1533-08-05,1533,8
file1028,p380,high,p495,high,1550-09-26,high,l267,high,la,full,1550-09-26,1550,9
file10280,p1391,high,p495,high,1533-08-09,high,l41,low,la,full,1533-08-09,1533,8
file10281,p2919,high,p495,high,1533-08-09,high,l159,high,la,full,1533-08-09,1533,8
file10282,p495,high,p8418,high,1533-08-18,high,l587,high,la,full,1533-08-18,1533,8
file10283,p1390,high,p495,high,1533-08-20,high,l907,high,de,full,1533-08-20,1533,8
file10284,p1767,high,p495,high,1533-08-20,high,l907,high,la,full,1533-08-20,1533,8
file10285,p467,high,p495,high,1533-08-22,high,l491,high,la,full,1533-08-22,1533,8
file10286,p495,high,,,1533-08-25,high,l587,high,la,full,1533-08-25,1533,8
file10287,p1391,high,p495,high,1533-08-25,high,l41,high,la,full,1533-08-25,1533,8
file10288,p495,high,p8418,high,1533-08-31,high,l587,low,la,full,1533-08-31,1533,8
file10289,p1391,high,p495,high,1533-09-15,high,l41,low,la,full,1533-09-15,1533,9
file1029,p1800,high,p495,high,1550-09-28,high,l378,high,la,full,1550-09-28,1550,9
file10290,p8501,high,p495,high,1533-09-16,high,l305,high,de,full,1533-09-16,1533,9
file10291,,,p495,high,1533-09-19,high,l157,high,de,full,1533-09-19,1533,9
file10292,p8418,high,p495,high,1533-09-19,high,l28,high,la,full,1533-09-19,1533,9
file10293,p495,high,p8418,high,1533-09-21,high,l587,low,la,full,1533-09-21,1533,9
file10294,p495,high,p8049,high,1533-09-21,high,l587,high,de,full,1533-09-21,1533,9
file10295,p8440,high,p495,high,1533-09-21,high,l28,low,la,full,1533-09-21,1533,9
file10296,p467,high,p495,high,1533-09-23,high,l491,high,la,full,1533-09-23,1533,9
file10297,p1391,high,p495,high,1533-09-23,high,l41,low,de,full,1533-09-23,1533,9
file10298,p527,high,p495,high,1533-08-01/1533-11-30,low,l375,low,de,range,1533-08-01,1533,8
file10299,p527,high,p495,high,1533-08-01/1533-11-30,low,l375,low,de,range,1533-08-01,1533,8
file103,p8083,high,p495,low,1548-04-09/1548-04-26,high,l762,high,de,range,1548-04-09,1548,4
file1030,p8049,high,p495,high,1550-09-28,high,l473,high,la,full,1550-09-28,1550,9
file10300,p527,low,p495,high,1533-10-01,low,l375,low,de,full,1533-10-01,1533,10
file10301,p8418,high,p495,high,1533-10-01,high,l28,high,la,full,1533-10-01,1533,10
file10302,p8071,high,p495,high,1533-10-11,high,l473,high,de,full,1533-10-11,1533,10
file10303,p2448,high,p495,high,1533-10-13,high,l580,high,la,full,1533-10-13,1533,10
file10304,p3590,high,p495,high,1533-10-15,high,l244,high,de,full,1533-10-15,1533,10
file10305,p495,high,p8418,high,1533-10-18,high,l587,high,la,full,1533-10-18,1533,10
file10306,p1391,high,p495,high,1533-10-18,high,l41,high,la,full,1533-10-18,1533,10
file10307,p8418,high,p495,high,1533-10-20,high,l28,high,la,full,1533-10-20,1533,10
file10308,p2292,high,p495,high,1533-10-21,high,,,de,full,1533-10-21,1533,10
file10309,p467,high,p495,high,1533-10-29,high,l491,high,la,full,1533-10-29,1533,10
file1031,p8417,high,p495,high,1550-09-30,high,l41,high,la,full,1550-09-30,1550,9
file10310,p8055,high,p495,high,1533-10-30,high,l257,high,la,full,1533-10-30,1533,10
file10311,p467,high,p495,high,1533-10-30,high,l491,high,la,full,1533-10-30,1533,10
file10312,p1391,high,p495,high,1533-10-30,high,l41,low,la,full,1533-10-30,1533,10
file10313,p1767,high,p495,high,1533-11-06,high,l907,high,la,full,1533-11-06,1533,11
file10314,p1391,high,p495,high,1533-11-07,high,l41,low,de,full,1533-11-07,1533,11
file10315,p8418,high,p495,high,1533-11-10,high,l28,high,la,full,1533-11-10,1533,11
file10316,p1391,high,p495,high,1533-11-12,high,l41,low,de,full,1533-11-12,1533,11
file10317,p1391,high,p495,high,1533-11-12,high,l41,low,de,full,1533-11-12,1533,11
file10318,p495,high,p8418,high,1533-11-16,high,l587,high,la,full,1533-11-16,1533,11
file10319,p1391,high,p495,high,1533-11-22,high,l41,low,de,full,1533-11-22,1533,11
file1032,p8011,low,p495,low,1550-09,high,l587,low,la,year_month,1550-09-01,1550,9
file10320,p8418,high,p495,high,1533-11-23,high,l28,high,la,full,1533-11-23,1533,11
file10321,p467,high,p495,high,1533-11-30,high,l491,low,la,full,1533-11-30,1533,11
file10322,p8055,high,p495,high,1533-12-02,high,l257,high,la,full,1533-12-02,1533,12
file10323,p1391,high,p495,high,1533-12-03,high,l41,low,la,full,1533-12-03,1533,12
file10324,p495,high,p8418,low,1533-12-04,high,l587,low,de,full,1533-12-04,1533,12
file10325,p8071,high,p495,high,1533-12-07,high,l473,high,de,full,1533-12-07,1533,12
file10326,p8418,high,p495,high,1533-12-12,high,l28,high,la,full,1533-12-12,1533,12
file10327,p495,high,p8418,high,1533-12-12,high,l587,low,la,full,1533-12-12,1533,12
file10328,p495,high,p8418,high,1533-12-14,high,l587,low,la,full,1533-12-14,1533,12
file10329,p8405,high,p495,high,1533-12-15,high,l257,low,la,full,1533-12-15,1533,12
file1033,p495,low,p8011,low,1550-09,low,l587,low,la,year_month,1550-09-01,1550,9
file10330,p8418,high,p495,high,1533-12-15/1533-12-19,low,l28,high,la,range,1533-12-15,1533,12
file10331,p1753,high,p495,high,1533-12-15,high,l587,low,la,full,1533-12-15,1533,12
file10332,p495,low,p1753,high,1533-12-15,high,l587,low,la,full,1533-12-15,1533,12
file10333,p1553,high,p495,high,1533-12-15,low,l587,low,la,full,1533-12-15,1533,12
file10334,p8394,high,p495,high,1533-12-16,high,l587,high,la,full,1533-12-16,1533,12
file10335,p8418,high,p495,high,1533-12-20,high,l28,high,la,full,1533-12-20,1533,12
file10336,p761,high,p495,high,1533-12-21,high,l170,high,la,full,1533-12-21,1533,12
file10337,p495,high,p8418,high,1533-12-22,high,l587,high,de,full,1533-12-22,1533,12
file10338,p1391,high,p495,high,1533-12-23,high,l41,low,la,full,1533-12-23,1533,12
file10339,p8412,high,p1753,high,1533-12-23,high,l41,high,la,full,1533-12-23,1533,12
file1034,p495,high,p3375,low,1550-09,high,l587,high,la,year_month,1550-09-01,1550,9
file10340,p1391,high,p495,high,1533-12-30,high,l41,low,la,full,1533-12-30,1533,12
file10341,p495,high,p8418,high,1533-12-31,high,l587,low,la,full,1533-12-31,1533,12
file10342,p8330,high,p495,high,1533-12-31,high,l582,high,la,full,1533-12-31,1533,12
file10343,p527,low,p495,high,1534-01,high,l375,low,de,year_month,1534-01-01,1534,1
file10344,p495,high,p8049,high,1534-01-03,high,l587,low,la,full,1534-01-03,1534,1
file10345,p8418,high,p495,high,1534-01-08,high,l28,high,la,full,1534-01-08,1534,1
file10346,p8405,high,p495,high,1534-01-13,high,l257,low,la,full,1534-01-13,1534,1
file10347,p495,high,p8418,high,1534-01-17,high,l587,high,la,full,1534-01-17,1534,1
file10348,p8055,high,p495,high,1534-01-20,high,l257,low,la,full,1534-01-20,1534,1
file10349,p495,high,p8418,high,1534-01-22,high,l587,high,la,full,1534-01-22,1534,1
file1035,p8055,low,p495,high,1550-09,high,l555,low,de,year_month,1550-09-01,1550,9
file10350,p8418,high,p495,high,1534-01-23,high,l28,high,de,full,1534-01-23,1534,1
file10351,p8389,low,p495,high,1534-01-27,high,l41,low,de,full,1534-01-27,1534,1
file10352,p1391,high,p495,high,1534-01-31,high,l41,low,la,full,1534-01-31,1534,1
file10353,p495,high,p8418,high,1534-02-12,high,l587,high,la,full,1534-02-12,1534,2
file10354,p8418,high,p495,high,1534-02-12,high,l28,high,la,full,1534-02-12,1534,2
file10355,p8055,high,p495,high,1534-02-13,high,l257,high,la,full,1534-02-13,1534,2
file10356,p2295,high,p495,high,1534-02-13,high,l285,high,de,full,1534-02-13,1534,2
file10357,p8418,high,p495,high,1534-02-16,high,l28,high,la,full,1534-02-16,1534,2
file10358,,,,,1534-02-20,high,l113,high,de,full,1534-02-20,1534,2
file10359,p8071,high,p495,high,1534-02-18/1534-02-21,low,l473,high,de,range,1534-02-18,1534,2
file1036,p495,high,p8055,low,1550-09-01/1550-10-31,low,l587,high,,range,1550-09-01,1550,9
file10360,p495,high,p8418,high,1534-02-23,high,l587,low,la,full,1534-02-23,1534,2
file10361,p2829,high,p495,high,1534-02-24,high,,,de,full,1534-02-24,1534,2
file10362,p1391,high,p495,high,1534-02-26,high,l41,low,la,full,1534-02-26,1534,2
file10363,p8418,high,p495,high,1534-02-28,high,l28,high,la,full,1534-02-28,1534,2
file10364,p495,high,p3067,high,1534-03-01,high,l587,low,de,full,1534-03-01,1534,3
file10365,p315,high,p495,high,1534-03-03,high,l491,high,la,full,1534-03-03,1534,3
file10366,p1888,high,p3590,high,1534-03-11,high,l587,high,de,full,1534-03-11,1534,3
file10367,p8055,high,p495,high,1534-03-11,high,l257,high,la,full,1534-03-11,1534,3
file10368,p8071,high,p495,high,1534-03-11,high,l473,high,de,full,1534-03-11,1534,3
file10369,p495,high,p8418,high,1534-03-12,high,l587,high,la,full,1534-03-12,1534,3
file1037,p3375,low,p495,low,1550-09,low,l525,low,,year_month,1550-09-01,1550,9
file10370,p1391,high,p495,high,1534-03-14,high,l41,low,la,full,1534-03-14,1534,3
file10371,p495,high,p8049,high,1534-03-17,high,l587,low,la,full,1534-03-17,1534,3
file10372,p1391,high,p495,high,1534-03-21,high,l41,high,de,full,1534-03-21,1534,3
file10373,p8418,high,p495,high,1534-03-23,high,l28,high,la,full,1534-03-23,1534,3
file10374,p8330,high,p495,high,1534-03-28,high,l582,low,de,full,1534-03-28,1534,3
file10375,p8418,high,p495,high,1534-03-29,high,l28,low,la,full,1534-03-29,1534,3
file10376,p495,high,p8418,high,1534-03-31,high,l587,low,la,full,1534-03-31,1534,3
file10377,p8055,high,p495,high,1534-03-31,high,l257,low,la,full,1534-03-31,1534,3
file10378,p3067,high,p495,high,1534-03-31,high,l70,high,de,full,1534-03-31,1534,3
file10379,p8413,high,p495,high,1534-04-03,high,l157,high,la,full,1534-04-03,1534,4
file1038,p495,high,p8049,low,1550-10,low,,,la,year_month,1550-10-01,1550,10
file10380,p8440,low,p495,high,1534-04-04,high,l320,low,la,full,1534-04-04,1534,4
file10381,p1039,high,p495,high,1534-04-05,high,l234,low,la,full,1534-04-05,1534,4
file10382,p495,high,p8418,high,1534-04-06,high,l587,low,la,full,1534-04-06,1534,4
file10383,p5565,high,p495,high,1534-04-06,high,l491,low,la,full,1534-04-06,1534,4
file10384,p8418,high,p495,high,1534-04-08,high,l28,high,la,full,1534-04-08,1534,4
file10385,p467,high,p495,high,1534-04-09,high,l491,high,la,full,1534-04-09,1534,4
file10386,p8418,high,p495,high,1534-04-10,high,l28,high,la,full,1534-04-10,1534,4
file10387,p467,high,p495,high,1534-04-14,high,l491,high,la,full,1534-04-14,1534,4
file10388,p495,high,p8418,high,1534-04-18,high,l587,low,la,full,1534-04-18,1534,4
file10389,p1391,high,p495,high,1534-04-18,high,l41,low,de,full,1534-04-18,1534,4
file1039,p8055,high,p495,high,1550-10-02,high,l555,high,la,full,1550-10-02,1550,10
file10390,p1365,high,p495,high,1534-04-19,high,l28,high,la,full,1534-04-19,1534,4
file10391,p8418,high,p495,high,1534-04-20,high,l28,high,la,full,1534-04-20,1534,4
file10392,p495,high,p8418,high,1534-04-22,high,l587,low,de,full,1534-04-22,1534,4
file10393,p467,high,p495,high,1534-04-23,high,l491,low,la,full,1534-04-23,1534,4
file10394,p1393,high,p495,high,1534-04-23,high,l21,high,de,full,1534-04-23,1534,4
file10395,p495,high,p8418,high,1534-04-24,high,l587,low,la,full,1534-04-24,1534,4
file10396,p495,high,p8049,high,1534-04-24,high,l587,low,la,full,1534-04-24,1534,4
file10397,p467,high,p495,high,1534-04-24,high,l491,high,la,full,1534-04-24,1534,4
file10398,p8388,high,p495,high,1534-04-24,high,l71,low,de,full,1534-04-24,1534,4
file10399,p495,high,p3067,high,1534-04-28,high,l587,low,la,full,1534-04-28,1534,4
file104,p495,high,p8504,high,1548-04-28,high,l803,high,la,full,1548-04-28,1548,4
file1040,p8055,low,p495,high,1550-10-02,high,l555,low,de,full,1550-10-02,1550,10
file10400,p495,high,p3590,low,1534-04-29,high,l587,high,de,full,1534-04-29,1534,4
file10401,p1758,high,p495,high,1534-05-01,high,l435,high,de,full,1534-05-01,1534,5
file10402,p1391,high,p495,high,1534-05-03,high,l41,low,la,full,1534-05-03,1534,5
file10403,,,,,1534-05-05,high,,,de,full,1534-05-05,1534,5
file10404,p2851,high,p495,high,1534-05-05,high,l131,low,la,full,1534-05-05,1534,5
file10405,p8392,high,p495,high,1534-05-05,high,l131,high,de,full,1534-05-05,1534,5
file10406,p1391,high,p495,high,1534-05-07,high,l41,low,la,full,1534-05-07,1534,5
file10407,p495,high,p1214,high,1534-05-12,high,l587,high,la,full,1534-05-12,1534,5
file10408,p8049,low,p495,low,1534-05-18,high,l473,low,la,full,1534-05-18,1534,5
file10409,p495,high,p8418,low,1534-05-18,high,l587,low,la,full,1534-05-18,1534,5
file1041,p495,high,p8418,high,1550-10-04,high,,,,full,1550-10-04,1550,10
file10410,p8501,high,p495,high,1534-05-19,high,l305,high,de,full,1534-05-19,1534,5
file10411,p8418,high,p495,high,1534-05-20,high,l28,high,la,full,1534-05-20,1534,5
file10412,p495,high,p8049,high,1534-05-21,high,l587,low,la,full,1534-05-21,1534,5
file10413,p1391,high,p495,high,1534-05-21,high,l41,high,la,full,1534-05-21,1534,5
file10414,p8071,high,p495,high,1534-05-22,high,l473,high,de,full,1534-05-22,1534,5
file10415,p8055,high,p495,high,1534-05-23,high,l257,high,la,full,1534-05-23,1534,5
file10416,p8071,high,p495,high,1534-05-24,high,l473,high,de,full,1534-05-24,1534,5
file10417,,,p495,high,1534-05-25,high,l28,high,la,full,1534-05-25,1534,5
file10418,p8175,high,p495,high,1534-05-25,high,l267,low,de,full,1534-05-25,1534,5
file10419,p1391,high,p495,high,1534-05-30,high,l41,low,la,full,1534-05-30,1534,5
file10420,p8418,high,p495,high,1534-05-30,high,l28,high,la,full,1534-05-30,1534,5
file10421,p495,high,p8413,high,1534-06,high,l587,low,la,year_month,1534-06-01,1534,6
file10422,p495,high,p8418,high,1534-06-04,high,l587,high,de,full,1534-06-04,1534,6
file10423,p495,low,p8418,low,1534-06-04,high,l587,low,de,full,1534-06-04,1534,6
file10424,p8418,high,p495,high,1534-06-05,high,l28,high,la,full,1534-06-05,1534,6
file10425,p1391,high,p495,high,1534-06-06,high,l41,low,la,full,1534-06-06,1534,6
file10426,p3963,high,p495,high,1534-06-06,high,l489,high,la,full,1534-06-06,1534,6
file10427,p4028,high,p495,high,1534-06-06,high,l21,low,de,full,1534-06-06,1534,6
file10428,p3099,high,p495,high,1534-06-11,high,l41,high,la,full,1534-06-11,1534,6
file10429,p8364,high,p495,high,1534-06-13,high,l441,low,la,full,1534-06-13,1534,6
file1043,p1278,high,p495,high,1550-10-04,high,l28,high,la,full,1550-10-04,1550,10
file10430,p8418,high,p495,high,1534-06-15,high,l28,low,la,full,1534-06-15,1534,6
file10431,p3963,high,p495,high,1534-06-15,high,l489,high,la,full,1534-06-15,1534,6
file10432,,,,,1534-06-18,high,l555,high,de,full,1534-06-18,1534,6
file10433,p2810,high,p495,high,1534-06-24,high,l441,low,la,full,1534-06-24,1534,6
file10434,p495,high,p8418,high,1534-06-27,high,l587,high,la,full,1534-06-27,1534,6
file10435,p3963,high,p495,high,1534-06-28,high,l489,high,de,full,1534-06-28,1534,6
file10436,p3873,high,p495,high,1534-06-01/1534-12-31,low,l801,low,de,range,1534-06-01,1534,6
file10437,,,p8182,high,1534-07-01,high,l587,high,de,full,1534-07-01,1534,7
file10438,p8364,high,p495,high,1534-07-01,high,l441,high,de,full,1534-07-01,1534,7
file10439,p8071,high,p495,high,1534-07-01,high,l473,high,de,full,1534-07-01,1534,7
file1044,p654,high,p495,high,1550-10-07,high,l98,high,la,full,1550-10-07,1550,10
file10440,p1391,high,p495,high,1534-07-03,high,l41,low,la,full,1534-07-03,1534,7
file10441,p495,high,p3590,high,1534-07-04,high,l587,high,de,full,1534-07-04,1534,7
file10442,p495,high,p9708,high,1534-07-04,high,l587,high,de,full,1534-07-04,1534,7
file10443,p1391,high,p495,high,1534-07-05,high,l41,low,la,full,1534-07-05,1534,7
file10444,p8405,high,p495,high,1534-07-07,high,l257,low,la,full,1534-07-07,1534,7
file10445,p3963,high,p495,high,1534-07-07,high,l489,high,de,full,1534-07-07,1534,7
file10446,p8418,high,p495,high,1534-07-07,high,l28,high,la,full,1534-07-07,1534,7
file10447,p8055,high,p495,high,1534-07-08,high,l257,low,la,full,1534-07-08,1534,7
file10448,p8488,high,p495,high,1534-07-09,high,l45,high,la,full,1534-07-09,1534,7
file10449,p467,high,p495,high,1534-07-11,high,l491,high,la,full,1534-07-11,1534,7
file1045,p8055,low,p495,high,1550-10-09,high,l555,low,la,full,1550-10-09,1550,10
file10450,p2278,high,p495,high,1534-07-11,high,l41,high,de,full,1534-07-11,1534,7
file10451,p3963,high,p495,high,1534-07-11,high,l489,high,de,full,1534-07-11,1534,7
file10452,p4349,high,p495,high,1534-07-14,high,l28,high,la,full,1534-07-14,1534,7
file10453,p2443,high,p495,high,1534-07-15,high,l587,low,de,full,1534-07-15,1534,7
file10454,p8049,high,p495,high,1534-07-26,high,l473,high,la,full,1534-07-26,1534,7
file10455,p3241,high,p495,high,1534-07-28,high,l41,high,de,full,1534-07-28,1534,7
file10456,p2278,high,p495,high,1534-07-28,high,l41,high,de,full,1534-07-28,1534,7
file10457,p8006,high,p495,high,1534-08-04,high,l242,high,la,full,1534-08-04,1534,8
file10458,p8417,high,p495,high,1534-08-12,high,l217,high,de,full,1534-08-12,1534,8
file10459,p4079,low,p495,high,1534-08-15,high,l257,low,de,full,1534-08-15,1534,8
file1046,p3172,high,p2095,high,1551-10-10,high,l194,low,,full,1551-10-10,1551,10
file10460,p4079,low,p495,high,1534-08-15,high,l257,low,la,full,1534-08-15,1534,8
file10461,p8071,high,p495,high,1534-08-19,high,l473,high,de,full,1534-08-19,1534,8
file10462,p1391,high,p495,high,1534-08-21,high,l41,low,de,full,1534-08-21,1534,8
file10463,p1283,high,p495,high,1534-08-26,high,l378,high,la,full,1534-08-26,1534,8
file10464,p495,high,p8049,high,1534-08-27,high,l587,high,la,full,1534-08-27,1534,8
file10465,p1039,high,p495,high,1534-08-29,high,l234,high,la,full,1534-08-29,1534,8
file10466,p8175,high,p495,high,1534-08-30,high,l267,high,de,full,1534-08-30,1534,8
file10467,p2810,high,p495,high,1534-09-02,high,l441,high,la,full,1534-09-02,1534,9
file10468,p495,high,p9708,high,1534-09-04,high,l587,high,de,full,1534-09-04,1534,9
file10469,p8071,high,p495,high,1534-09-06,high,l473,high,de,full,1534-09-06,1534,9
file1047,,,,,1504-01-01/1575-12-31,low,,,,range,1504-01-01,1504,1
file10470,p4079,high,p495,high,1534-09-09,high,l257,high,la,full,1534-09-09,1534,9
file10471,p467,high,p495,high,1534-09-10,high,l491,high,la,full,1534-09-10,1534,9
file10472,p8055,high,p495,high,1534-09-11,high,l514,low,la,full,1534-09-11,1534,9
file10473,p2839,high,p8437,high,1534-09-13,high,l489,low,de,full,1534-09-13,1534,9
file10474,p1391,high,p495,high,1534-09-14,high,l41,low,la,full,1534-09-14,1534,9
file10475,p4349,high,p495,high,1534-09-15,high,l28,high,la,full,1534-09-15,1534,9
file10476,p8413,high,p495,high,1534-09-17,high,l157,high,la,full,1534-09-17,1534,9
file10477,p8418,high,p495,high,1534-09-17,high,l28,high,la,full,1534-09-17,1534,9
file10478,p467,high,p495,high,1534-09-25,low,l491,low,la,full,1534-09-25,1534,9
file10479,p4349,high,p495,high,1534-09-27,high,l28,high,la,full,1534-09-27,1534,9
file1048,p8415,high,p495,high,1550-10-13/1550-10-20,low,l296,high,la,range,1550-10-13,1550,10
file10480,p8071,high,p495,high,1534-09-27,high,l473,high,de,full,1534-09-27,1534,9
file10481,p1391,high,p495,high,1534-09-29,high,l41,low,la,full,1534-09-29,1534,9
file10482,p8428,high,p495,high,1534-09-29,high,l41,high,la,full,1534-09-29,1534,9
file10483,p8175,high,p495,high,1534-09-30,high,l267,low,de,full,1534-09-30,1534,9
file10484,p495,high,,,1534-10-01,high,l587,high,la,full,1534-10-01,1534,10
file10485,p495,high,p4349,high,1534-10-04,high,l587,low,la,full,1534-10-04,1534,10
file10486,p495,high,p8418,high,1534-10-04,high,l587,high,la,full,1534-10-04,1534,10
file10487,p8055,high,p495,high,1534-10-05,high,l512,high,la,full,1534-10-05,1534,10
file10488,p8055,high,p495,high,1534-10-06,high,l512,high,de,full,1534-10-06,1534,10
file10489,p4349,high,p495,high,1534-10-06,high,l28,high,la,full,1534-10-06,1534,10
file1049,p8418,high,p495,high,1550-10-14,high,l28,high,la,full,1550-10-14,1550,10
file10490,p8418,high,p495,high,1534-10-10,high,l28,high,la,full,1534-10-10,1534,10
